Objectifs,Contenu,Compétences,Métiers,Secteurs d’activité,Partenariats professionnels,Semestre 1,Semestre 2,Semestre 3,Semestre 4,Semestre 5
"La licence en Business Computing – ParcoursBusiness Intelligencedéveloppe les compétences techniques et les outils BI ainsi que les Soft skills et les compétences managériales. L’objectif est de former des consultants dotés d’une assise théorique et technique solide leur permettant de concevoir, développer et exploiter des applications décisionnelles.Ce parcours est disponible en double diplôme en Systèmes d’Information et Aide à la Décision avec l’Université Claude Bernard Lyon 1.","INFORMATIQUE & BI :
Systèmes d’information, Développement informatique, Data Warehouse, Data Mining, Big Data, outils BI, Intelligence Artificielle
MANAGEMENT :
Entreprenariat, Leadership, Marketing Digital,Développement durable et e-Business
SOFT SKILLS :
Séminaires, Développement personnel, Langues, etc.
PROJET PROFESSIONNEL :
Stages, PFE, Projets intégrés, Visites d’entreprises, etc.","Maîtriser l’utilisation de l’outil informatique pour la gestion des différents processus métiers au sein d’une entreprise.
Piloter la transformation digitale au sein d’une entreprise en fonction des besoins métiers.
Gérer et organiser des projets informatiques.
Concevoir et développer les solutions informatiques.","Développeur, Testeur, Concepteur, Architecte Système Responsable du SI Métier Administrateur de Bases de Données Administrateur Système Informatique Consultant Informatique Concepteur de Sites WEB",Sociétés de services informatique Éditeurs de logiciels Banques & Assurances Entreprises commerciales Entreprises industrielle,>Entreprises de services numériques > Banques et Assurances > Opérateurs de télécommunication,"Algorithmique et Structures de Données 1
Systèmes d’Exploitation Systèmes Logiques et Architectures des Ordinateurs
Analyse
Statistiques et Probabilités
Principes de Gestion
Comptabilité générale
Compétences Numériques : Excel avancé
Business Communication 1
Principes de l’économie
Travail Collaboratif
Interface Homme Machine
Séminaire","Algorithmique et Structures de Données 2
Fondements des réseaux
Introduction aux Systèmes d’Information
Logique Mathématique
Algèbre
Systèmes d’Information Comptable
Gestion Financière
Business Communication 2
Développement durable
Projet Tuteuré
Introduction à l’informatique décisionnelle
Marketing Stratégique","Programmation OO
Programmation Web 1
Conception OO des Systèmes d’Information
Bases de Données
Statistiques Inférentielles
Fondements de l’IA
Marketing Digital
Economie Numérique
Ethique et Lois des IT
Projet Professionnel Personnel (PPP)
Social Media
Management des Projets
Séminaire","Gestion des Opérations et de la logistique
Business Process Management
Framework .Net
Programmation Web2
SGBD & Administration des BDs
Gouvernance des SI
Sécurité des SI
Problem Solving
Anglais
Projet Tuteuré métier
Entrepreneuriat & Innovation
Big Data","Intégration des SI
ERP
Génie Logiciel
Gestion des Projets SI
Développement Mobile 
Développement JEE
Business Intelligence  
Stratégies d’Affaires électroniques 
Professional Network Service – gestion de carrière
Anglais d’Affaires
E-Business
E-CRM
Séminaire métier"
